Version	GMID-X v 1.0			
Chemistry Kit	Yfiler_Plus_v3			
BinSet Name	Yfiler_Plus_Bins_v3			
Panel Name	Yfiler_Plus_Panel_v3			
Marker Name	DYS576			
36	382	0.5	0.5	
37	386	0.5	0.5	
38	390	0.5	0.5	
39	394	0.5	0.5	
40	398	0.5	0.5	
41	402	0.5	0.5	virtual
Marker Name	DYS393			
6	86	0.5	0.5	virtual
7	90	0.5	0.5	
8	94	0.5	0.5	
9	98	0.5	0.5	
10	102	0.5	0.5	
11	106	0.5	0.5	
12	110	0.5	0.5	
12.1	111	0.4	0.45	virtual
12.2	112	0.45	0.5	virtual
13	114	0.5	0.5	
14	118	0.5	0.5	
15	122	0.5	0.5	
16	126	0.5	0.5	
17	130	0.5	0.5	
18	134	0.5	0.5	
19	138	0.5	0.5	virtual
Marker Name	DYS439			
5	147	0.5	0.5	virtual
6	151	0.5	0.5	
7	155	0.5	0.5	
8	159	0.5	0.5	
9	163	0.5	0.5	
10	167	0.5	0.5	
10.2	169	0.5	0.5	virtual
11	171	0.5	0.5	
11.1	172	0.4	0.5	virtual
11.3	174	0.5	0.4	virtual
12	175	0.5	0.5	
13	179	0.5	0.5	
13.1	180	0.4	0.5	virtual
14	183	0.5	0.5	
15	187	0.5	0.5	
16	191	0.5	0.5	
17	195	0.5	0.5	
18	199	0.5	0.5	virtual
Marker Name	DYS481			
16	204	0.5	0.5	virtual
17	207	0.5	0.5	
18	210	0.5	0.5	
19	213	0.5	0.5	
20	216	0.5	0.5	
21	219	0.5	0.5	
22	222	0.5	0.5	
23	225	0.5	0.5	
24	228	0.5	0.5	
24.1	229	0.4	0.5	virtual
25	231	0.5	0.5	
25.1	232	0.4	0.5	virtual
26	234	0.5	0.5	
26.1	235	0.4	0.5	virtual
27	237	0.5	0.5	
27.1	238	0.4	0.5	virtual
28	240	0.5	0.5	
29	243	0.5	0.5	
30	246	0.5	0.5	
31	249	0.5	0.5	
32	252	0.5	0.5	
33	255	0.5	0.5	virtual
Marker Name	DYF387S1			
29	260	0.5	0.5	virtual
30	264	0.5	0.5	
31	268	0.5	0.5	
32	272	0.5	0.5	
33	276	0.5	0.5	
34	280	0.5	0.5	
35	284	0.5	0.5	
36	288	0.5	0.5	
37	292	0.5	0.5	
37.3	295	0.5	0.4	virtual
38	296	0.5	0.5	
39	300	0.5	0.5	
39.2	302	0.5	0.5	virtual
40	304	0.5	0.5	
41	308	0.5	0.5	
41.2	310	0.5	0.5	virtual
42	312	0.5	0.5	
43	316	0.5	0.5	
44	320	0.5	0.5	
45	324	0.5	0.5	virtual
Marker Name	DYS533			
6	335	0.5	0.5	virtual
7	339	0.5	0.5	
8	343	0.5	0.5	
9	347	0.5	0.5	
10	351	0.5	0.5	
11	355	0.5	0.5	
12	359	0.5	0.5	
13	363	0.5	0.5
13.1	364	0.4	0.5	virtual	
14	367	0.5	0.5	
15	371	0.5	0.5	
16	375	0.5	0.5	
17	379	0.5	0.5	
18	383	0.5	0.5	virtual
