Version	GMID-X v 1.2
Chemistry Kit	NetBio_Panels_IDX_v1.2
BinSet Name	NetBio_Bins_IDX_v1.2
Panel Name	NetBio_Panels_IDX_v1.2
Marker Name	AMEL
11.1	346.63	0.4	0.5	virtual
11.3	348.66	0.5	0.4	virtual
12	349.66	0.4	0.4	
12.1	350.66	0.4	0.5	virtual
12.3	352.62	0.5	0.4	virtual
13	353.62	0.4	0.5	
13.3	356.58	0.5	0.4	virtual
14	357.58	0.4	0.5	
15	361.4	0.5	0.5	
16	365.57	0.5	0.5	
Marker Name	D6S1043
7	371.3	0.5	0.5	
8	375.26	0.5	0.5	
9	379.33	0.5	0.5	
10	383.43	0.5	0.5	
11	387.54	0.5	0.5	
12	391.5	0.5	0.5	
12.3	394.56	0.5	0.4	virtual
13	395.56	0.5	0.5	
14	399.55	0.5	0.5	
15	403.45	0.5	0.5	
16	407.46	0.5	0.5	
17	411.5	0.5	0.5	
17.2	413.57	0.5	0.4	virtual
17.3	414.57	0.5	0.4	virtual
18	415.57	0.5	0.5	
18.2	417.57	0.5	0.5	virtual
19	419.49	0.5	0.5	
19.2	421.62	0.5	0.4	virtual
19.3	422.62	0.5	0.4	virtual
20	423.62	0.5	0.5	
20.3	426.54	0.5	0.4	virtual
21	427.54	0.5	0.5	
21.3	430.72	0.5	0.4	virtual
22	431.72	0.5	0.5	
22.3	433.72	0.5	0.4	virtual
23	435.73	0.5	0.5	
23.3	438.86	0.5	0.4	virtual
24	439.86	0.5	0.5	
24.3	442.84	0.5	0.4	virtual
25	443.84	0.5	0.5	
26	447.84	0.5	0.5	virtual
Marker Name	TH01
3	76.87	0.5	0.5	
4	81.01	0.5	0.5	
5	85.26	0.5	0.5	
5.3	88.44	0.5	0.4	virtual
6	89.44	0.4	0.4	
6.1	90.44	0.4	0.5	virtual
6.3	92.69	0.5	0.4	virtual
7	93.69	0.4	0.4	
7.1	94.69	0.4	0.5	virtual
7.3	96.87	0.5	0.4	virtual
8	97.87	0.4	0.5	
8.3	101.04	0.5	0.4	virtual
9	102.04	0.4	0.4	
9.1	103.04	0.4	0.5	virtual
9.3	105.24	0.5	0.4	
10	106.3	0.4	0.5	
10.3	109.51	0.5	0.4	virtual
11	110.5	0.4	0.5	
13.3	122.2	0.5	0.5	
Marker Name	vWA
10	132.34	0.5	0.5	
11	136.57	0.5	0.5	
12	140.57	0.5	0.5	
13	144.64	0.5	0.5	
14	148.67	0.5	0.5	
15	152.67	0.5	0.5	
15.2	154.67	0.5	0.5	virtual
16	156.72	0.5	0.4	
16.1	157.72	0.4	0.5	virtual
17	160.72	0.5	0.5	
18	164.69	0.5	0.5	
18.2	166.69	0.5	0.4	virtual
18.3	167.63	0.4	0.4	virtual
19	168.63	0.4	0.5	
20	172.62	0.5	0.5	
21	176.59	0.5	0.5	
22	180.44	0.5	0.5	
23	184.53	0.5	0.5	
24	188.43	0.5	0.5	
25	192.43	0.5	0.5	virtual
Marker Name	D21S11
23.2	206.38	0.5	0.4	virtual
23.3	207.38	0.4	0.4	virtual
24	208.38	0.4	0.5	
24.2	210.32	0.5	0.4	
24.3	211.3	0.4	0.4	virtual
25	212.35	0.4	0.5	
25.2	214.28	0.5	0.4	
25.3	215.3	0.4	0.4	virtual
26	216.3	0.4	0.5	
26.2	218.3	0.5	0.5	virtual
27	220.32	0.5	0.4	
27.1	221.3	0.4	0.4	virtual
27.2	222.3	0.4	0.5	virtual
28	224.25	0.5	0.4	
28.1	225.25	0.4	0.4	virtual
28.2	226.26	0.4	0.4	
28.3	227.2	0.4	0.4	virtual
29	228.18	0.4	0.4	
29.1	229.18	0.4	0.4	virtual
29.2	230.19	0.4	0.4	
29.3	231.11	0.4	0.4	virtual
30	232.11	0.4	0.4	
30.1	233.11	0.4	0.4	virtual
30.2	234.11	0.4	0.4	
30.3	235.11	0.4	0.4	virtual
