Version	GMID-X v 1.0			
Chemistry Kit	PowerPlex_Fusion_Panels_IDX_v1.0			
BinSet Name	PowerPlex_Fusion_Bins_IDX_v1.0			
Panel Name	PowerPlex_Fusion_Panels_IDX_v1.0			
Marker Name	AMEL			
22.3	171.26	0.5	0.5	virtual
23	172.29	0.4	0.5	
24	176.28	0.5	0.5	
24.3	179.24	0.5	0.5	virtual
25	180.23	0.4	0.5	
26	184.26	0.5	0.5	
27	188.28	0.5	0.5	
Marker Name	D19S433			
5.2	193.15	0.5	0.5	
6.2	197.1	0.5	0.5	
7	199.06	0.5	0.5	virtual
8	202.99	0.5	0.5	
8.2	204.97	0.5	0.5	virtual
9	206.94	0.5	0.5	
9.2	208.92	0.5	0.5	virtual
10	210.89	0.5	0.5	
10.2	212.86	0.5	0.5	virtual
11	214.82	0.5	0.5	
11.1	215.81	0.4	0.5	virtual
11.2	216.8	0.4	0.5	virtual
12	218.77	0.5	0.5	
12.1	219.78	0.4	0.5	virtual
12.2	220.78	0.4	0.5	
13	222.74	0.5	0.5	
13.1	223.74	0.4	0.5	virtual
13.2	224.73	0.4	0.5	
14	226.71	0.5	0.5	
14.1	227.72	0.4	0.5	virtual
14.2	228.73	0.4	0.5	
15	230.71	0.5	0.5	
15.2	232.71	0.5	0.5	
16	234.7	0.5	0.5	
16.1	235.71	0.4	0.5	virtual
16.2	236.71	0.4	0.5	
17	238.68	0.5	0.5	
17.2	240.69	0.5	0.5	
18	242.67	0.5	0.5	
18.1	243.67	0.4	0.5	virtual
18.2	244.67	0.4	0.5	
19	246.66	0.5	0.5	virtual
19.2	248.65	0.5	0.5	virtual
Marker Name	FGA			
12.2	260.97	0.5	0.5	virtual
13	262.91	0.5	0.5	virtual
14	266.8	0.5	0.5	
15	270.7	0.5	0.5	
16	274.58	0.5	0.45	
16.1	275.55	0.4	0.5	virtual
17	278.44	0.5	0.5	
17.2	280.36	0.5	0.5	virtual
18	282.27	0.5	0.5	
18.2	284.13	0.5	0.5	
19	286.08	0.5	0.45	
19.1	287.02	0.4	0.45	virtual
19.2	287.96	0.4	0.45	
19.3	288.94	0.4	0.45	virtual
20	289.91	0.4	0.45	
20.1	290.84	0.4	0.45	virtual
20.2	291.77	0.4	0.45	
20.3	292.74	0.4	0.45	virtual
21	293.7	0.4	0.45	
21.1	294.66	0.4	0.45	virtual
21.2	295.62	0.4	0.45	
21.3	296.6	0.4	0.45	virtual
22	297.57	0.4	0.45	
22.1	298.49	0.4	0.45	virtual
22.2	299.41	0.4	0.45	
22.3	300.4	0.4	0.45	virtual
23	301.39	0.4	0.45	
23.1	302.34	0.4	0.45	virtual
23.2	303.28	0.4	0.45	
23.3	304.27	0.4	0.45	virtual
24	305.26	0.4	0.45	
24.1	306.21	0.4	0.45	virtual
24.2	307.16	0.4	0.45	
24.3	308.15	0.4	0.45	virtual
25	309.14	0.4	0.45	
25.1	310.09	0.4	0.45	virtual
25.2	311.03	0.4	0.45	
25.3	312.02	0.4	0.45	virtual
26	313.01	0.4	0.45	
26.1	313.98	0.4	0.45	virtual
26.2	314.95	0.4	0.45	virtual
26.3	315.91	0.4	0.45	virtual
27	316.88	0.4	0.5	
27.2	318.87	0.5	0.45	virtual
27.3	319.87	0.4	0.45	virtual
28	320.86	0.4	0.5	
28.2	322.8	0.5	0.45	virtual
28.3	323.76	0.4	0.45	virtual
29	324.73	0.4	0.45	
29.1	325.72	0.4	0.45	virtual
29.2	326.72	0.4	0.5	virtual
30	328.7	0.5	0.5	
30.2	330.74	0.5	0.5	virtual
31	332.79	0.5	0.5	virtual
31.2	334.83	0.5	0.5	
32.2	338.76	0.5	0.5	
33.2	342.66	0.5	0.5	
34.2	346.58	0.5	0.5	virtual
41.2	374.04	0.5	0.5	virtual
42.2	377.95	0.5	0.5	
43.2	381.93	0.5	0.5	
44.2	385.79	0.5	0.5	
45.2	389.71	0.5	0.5	
46.2	393.46	0.5	0.5	
47.2	397.37	0.5	0.5	virtual
48.2	401.28	0.5	0.5	
49.2	405.15	0.5	0.5	virtual
50.2	409.02	0.5	0.5	
Marker Name	D22S1045			
6	424.33	0.5	0.5	virtual
7	427.45	0.5	0.5	
8	430.58	0.5	0.5	
9	433.69	0.5	0.5	
10	436.83	0.5	0.5	
11	439.94	0.5	0.5	
12	443.04	0.5	0.5	
13	446.21	0.5	0.5	
14	449.27	0.5	0.5	
15	452.36	0.5	0.5	
16	455.37	0.5	0.5	
17	458.36	0.5	0.5	
18	461.36	0.5	0.5	
19	464.34	0.5	0.5	
20	467.31	0.5	0.5	
