Version	GMID-X v 1.0			
Chemistry Kit	PowerPlexY23_Panels_IDX_v1.2			
BinSet Name	PowerPlexY23_Bins_IDX_v1.2			
Panel Name	PowerPlexY23_IDX_v1.2			
Marker Name	DYS576			
14	103	0.5	0.5	
14.2	104.99	0.5	0.5	virtual
15	106.98	0.5	0.5	
16	110.99	0.5	0.5	
17	114.98	0.5	0.5	
17.2	116.98	0.5	0.5	virtual
18	118.98	0.5	0.5	
18.2	120.96	0.5	0.4	virtual
18.3	121.95	0.4	0.4	virtual
19	122.94	0.4	0.5	
19.3	125.89	0.5	0.4	virtual
20	126.87	0.4	0.5	
20.3	129.81	0.5	0.4	virtual
21	130.79	0.4	0.5	
22	134.71	0.5	0.5	
22.2	136.66	0.5	0.5	virtual
23	138.61	0.5	0.5	
24	142.51	0.5	0.5	
25	146.45	0.5	0.5	
Marker Name	DYS635			
15	151.62	0.4	0.5	
16	155.65	0.5	0.5	
17	159.68	0.5	0.5	
18	163.69	0.5	0.5	
18.3	166.68	0.5	0.4	virtual
19	167.67	0.4	0.5	
20	171.66	0.5	0.4	
20.1	172.65	0.4	0.5	virtual
20.3	174.64	0.5	0.4	virtual
21	175.63	0.4	0.5	
21.3	178.61	0.5	0.4	virtual
22	179.6	0.4	0.5	
23	183.59	0.5	0.4	
23.1	184.59	0.4	0.5	virtual
24	187.57	0.5	0.5	
25	191.57	0.5	0.5	
26	195.54	0.5	0.5	
27	199.54	0.5	0.5	
28	203.55	0.5	0.5	
29	207.53	0.5	0.4	virtual
Marker Name	DYS390			
17	208.77	0.4	0.5	
18	212.78	0.5	0.5	
19	216.79	0.5	0.5	
20	220.81	0.5	0.5	
21	224.82	0.5	0.5	
22	228.88	0.5	0.5	
23	232.93	0.5	0.5	
24	236.99	0.5	0.5	
24.3	240.04	0.5	0.4	virtual
25	241.05	0.4	0.5	
26	245.1	0.5	0.5	
27	249.18	0.5	0.5	
28	253.28	0.5	0.5	
29	257.36	0.5	0.4	
Marker Name	DYS439			
5	259.41	0.4	0.5	virtual
6	263.44	0.5	0.5	
7	267.51	0.5	0.5	
8	271.58	0.5	0.5	
9	275.63	0.5	0.5	
10	279.64	0.5	0.4	
10.1	280.64	0.4	0.4	virtual
10.2	281.63	0.4	0.5	virtual
11	283.62	0.5	0.4	
11.1	284.62	0.4	0.5	virtual
11.3	286.61	0.5	0.4	virtual
12	287.6	0.4	0.5	
13	291.58	0.5	0.4	
13.1	292.58	0.4	0.5	virtual
14	295.59	0.5	0.5	
15	299.53	0.5	0.5	
16	303.6	0.5	0.5	
17	307.63	0.5	0.5	
18	311.63	0.5	0.4	virtual
Marker Name	DYS392			
4	314.07	0.4	0.5	
5	317.04	0.5	0.5	
6	320.04	0.5	0.5	
7	323.02	0.5	0.5	
8	326	0.5	0.5	
9	329.03	0.5	0.5	
10	332.07	0.5	0.5	
10.2	334.08	0.5	0.4	virtual
11	335.08	0.4	0.4	
11.1	336.08	0.4	0.4	virtual
11.2	337.09	0.4	0.4	virtual
12	338.09	0.4	0.5	
12.2	340.1	0.5	0.4	virtual
13	341.11	0.4	0.4	
13.1	342.11	0.4	0.4	virtual
13.2	343.1	0.4	0.4	virtual
14	344.1	0.4	0.4	
14.1	345.12	0.4	0.4	virtual
14.2	346.13	0.4	0.4	virtual
15	347.15	0.4	0.5	
16	350.11	0.5	0.5	
17	353.13	0.5	0.5	
18	356.12	0.5	0.5	
19	359.07	0.5	0.5	
20	362.02	0.5	0.5	
Marker Name	DYS643			
5	365.49	0.5	0.5	virtual
6	370.63	0.5	0.5	
7	375.59	0.5	0.5	
8	380.73	0.5	0.5	
9	385.85	0.5	0.5	
10	390.93	0.5	0.5	
11	396.02	0.5	0.4	
11.1	397.04	0.4	0.5	virtual
12	401.1	0.5	0.5	
13	406.09	0.5	0.5	
14	411.08	0.5	0.5	
15	416.05	0.5	0.5	
16	421.07	0.5	0.5	
17	426.1	0.5	0.5	
18	431.12	0.5	0.5	virtual
Marker Name	DYS393			
6	98.95	0.5	0.5	virtual
7	103.34	0.5	0.5	
8	107.47	0.5	0.5	
9	111.61	0.5	0.5	
10	115.75	0.5	0.5	
11	119.88	0.5	0.5	
12	123.96	0.5	0.4	
12.1	124.97	0.4	0.4	virtual
12.2	125.99	0.4	0.5	virtual
13	128.01	0.5	0.5	
14	132.06	0.5	0.5	
15	136.09	0.5	0.5	
16	140.1	0.5	0.5	
17	144.17	0.5	0.5	
18	148.22	0.5	0.5	
19	152.39	0.5	0.5	virtual
Marker Name	DYS458			
10	160.77	0.5	0.5	
11	164.61	0.5	0.5	
12	168.43	0.5	0.5	
12.2	170.34	0.5	0.5	virtual
13	172.25	0.5	0.5	
14	176.08	0.5	0.4	
14.1	177.03	0.4	0.4	virtual
14.2	177.99	0.4	0.5	virtual
15	179.89	0.5	0.4	
15.1	180.85	0.4	0.4	virtual
15.2	181.82	0.4	0.5	virtual
16	183.74	0.5	0.4	
16.1	184.7	0.4	0.4	virtual
16.2	185.66	0.4	0.4	virtual
16.3	186.62	0.4	0.4	virtual
17	187.58	0.4	0.4	
17.1	188.54	0.4	0.4	virtual
17.2	189.49	0.4	0.4	virtual
17.3	190.45	0.4	0.4	virtual
18	191.4	0.4	0.4	
18.1	192.36	0.4	0.4	virtual
18.2	193.31	0.4	0.4	virtual
18.3	194.27	0.4	0.4	virtual
19	195.22	0.4	0.4	
19.1	196.19	0.4	0.4	virtual
19.2	197.15	0.4	0.5	virtual
20	199.08	0.5	0.5	
20.2	201.01	0.5	0.5	virtual
21	202.93	0.5	0.4	
21.1	203.9	0.4	0.4	virtual
21.2	204.86	0.4	0.5	virtual
22	206.79	0.5	0.5	
22.2	208.72	0.5	0.5	virtual
23	210.65	0.5	0.5	
23.2	212.59	0.5	0.5	virtual
24	214.52	0.5	0.5	
Marker Name	DYS385 a/b		
6	222.22	0.5	0.5	virtual		
7	226.44	0.5	0.5	
8	230.51	0.5	0.5	
8.3	233.57	0.5	0.4	virtual
9	234.59	0.4	0.5	
9.2	236.63	0.5	0.4	virtual
9.3	237.65	0.4	0.4	virtual
10	238.67	0.4	0.4	
10.1	239.69	0.4	0.4	virtual
10.2	240.71	0.4	0.5	virtual
11	242.75	0.5	0.5	
11.2	244.8	0.5	0.4	virtual
11.3	245.82	0.4	0.4	virtual
12	246.84	0.4	0.4	
12.1	247.87	0.4	0.4	virtual
12.2	248.89	0.4	0.4	virtual
12.3	249.92	0.4	0.4	virtual
13	250.94	0.4	0.4	
13.1	251.97	0.4	0.4	virtual
13.2	252.99	0.4	0.4	virtual
13.3	254.02	0.4	0.4	virtual
14	255.04	0.4	0.5	
14.2	257.1	0.5	0.4	virtual
14.3	258.12	0.4	0.4	virtual
15	259.15	0.4	0.4	
15.1	260.17	0.4	0.4	virtual
15.2	261.2	0.4	0.4	virtual
15.3	262.22	0.4	0.4	virtual
16	263.24	0.4	0.4	
16.1	264.26	0.4	0.4	virtual
16.2	265.28	0.4	0.4	virtual
16.3	266.29	0.4	0.4	virtual
17	267.31	0.4	0.4	
17.1	268.33	0.4	0.4	virtual
17.2	269.35	0.4	0.4	virtual
17.3	270.36	0.4	0.4	virtual
18	271.38	0.4	0.4	
18.1	272.39	0.4	0.4	virtual
18.2	273.41	0.4	0.5	virtual
19	275.43	0.5	0.4	
19.1	276.44	0.4	0.4	virtual
19.2	277.45	0.4	0.4	virtual
19.3	278.45	0.4	0.4	virtual
20	279.46	0.4	0.5	
20.2	281.47	0.5	0.5	virtual
21	283.47	0.5	0.5	
22	287.44	0.5	0.5	
23	291.44	0.5	0.5	
24	295.44	0.5	0.5	
25	299.43	0.5	0.5	
26	303.48	0.5	0.5	
27	307.51	0.5	0.5	
28	311.55	0.5	0.5	
Marker Name	DYS456			
9	310.11	0.5	0.5	virtual
11	318.15	0.5	0.5	
12	322.21	0.5	0.5	
13	326.27	0.5	0.5	
14	330.36	0.5	0.5	
15	334.43	0.5	0.5	
15.3	337.49	0.5	0.4	virtual
16	338.51	0.4	0.4	
16.1	339.53	0.4	0.5	virtual
16.3	341.56	0.5	0.4	virtual
17	342.58	0.4	0.5	
18	346.67	0.5	0.5	
18.3	349.7	0.5	0.4	virtual
19	350.71	0.4	0.5	
20	354.73	0.5	0.5	
21	358.75	0.5	0.5	
22	362.72	0.5	0.5	
23	366.72	0.5	0.5	
24	370.72	0.5	0.5	virtual	
Marker Name	Y-GATA-H4			
7	373.28	0.5	0.5	virtual
8	376.38	0.5	0.5	
9	380.48	0.5	0.5	
10	384.56	0.5	0.5	
11	388.64	0.5	0.5	
11.2	390.66	0.5	0.5	virtual
12	392.68	0.5	0.5	
13	396.78	0.5	0.5	
14	400.81	0.5	0.5	
15	404.82	0.5	0.4	
15.1	405.82	0.4	0.5	virtual
16	408.81	0.5	0.5	
17	412.79	0.5	0.5	
18	416.75	0.5	0.5	
