Version	GMID-X v 1.0			
Chemistry Kit	PowerPlex_21_Panels_IDX_v1.1			
BinSet Name	PowerPlex_21_Bins_IDX_v1.1			
Panel Name	PowerPlex_21_IDX_v1.1			
Marker Name	AMEL			
18	152.12	0.4	0.5	
18.1	153.12	0.4	0.5	virtual
18.3	155.11	0.5	0.5	
19	156.16	0.4	0.5	
19.1	157.17	0.4	0.5	virtual
19.3	159.19	0.5	0.5	virtual
20	160.2	0.4	0.5	
20.1	161.21	0.4	0.5	virtual
20.3	163.22	0.5	0.5	virtual
21	164.22	0.4	0.5	
22	168.23	0.5	0.5	
23	172.37	0.5	0.5	
24	176.37	0.5	0.5	
24.3	179.33	0.5	0.5	virtual
25	180.32	0.4	0.5	
26	184.34	0.5	0.5	
27	188.35	0.5	0.5	
Marker Name	D19S433			
5.2	193.17	0.5	0.5	
6.2	197.11	0.5	0.5	
7	199.06	0.5	0.5	virtual
8	203	0.5	0.5	
9	206.94	0.5	0.5	
9.2	208.92	0.5	0.5	virtual
10	210.9	0.5	0.5	
10.2	212.87	0.5	0.5	virtual
11	214.84	0.5	0.5	
11.2	216.81	0.5	0.5	virtual
12	218.79	0.5	0.4	
12.1	219.79	0.5	0.4	virtual
12.2	220.8	0.5	0.5	
13	222.76	0.5	0.5	
13.2	224.75	0.5	0.5	
14	226.74	0.5	0.5	
14.2	228.74	0.5	0.5	
15	230.72	0.5	0.5	
15.2	232.72	0.5	0.5	
16	234.69	0.5	0.5	
16.2	236.7	0.5	0.5	
17	238.67	0.5	0.5	
17.2	240.69	0.5	0.5	
18	242.66	0.5	0.5	
18.2	244.66	0.5	0.5	
19	246.64	0.5	0.5	virtual
19.2	248.63	0.5	0.5	virtual
20	250.61	0.5	0.5	virtual
20.2	252.6	0.5	0.5	virtual
Marker Name	FGA			
12.2	260.96	0.5	0.5	virtual
13	262.91	0.5	0.5	virtual
14	266.79	0.5	0.5	
15	270.7	0.5	0.5	
16	274.57	0.5	0.4	
16.1	275.54	0.5	0.5	virtual
17	278.43	0.5	0.5	
17.2	280.35	0.5	0.5	virtual
18	282.26	0.5	0.5	
18.2	284.13	0.5	0.5	
19	286.09	0.5	0.5	
19.2	287.96	0.5	0.4	
19.3	288.94	0.5	0.4	virtual
20	289.91	0.5	0.4	
20.1	290.85	0.5	0.4	virtual
20.2	291.78	0.5	0.4	
20.3	292.75	0.5	0.4	virtual
21	293.73	0.5	0.5	
21.2	295.62	0.5	0.4	
21.3	296.6	0.5	0.4	virtual
22	297.58	0.5	0.4	
22.1	298.51	0.5	0.4	virtual
22.2	299.43	0.5	0.4	
22.3	300.42	0.5	0.4	virtual
23	301.42	0.5	0.4	
23.1	302.36	0.5	0.4	virtual
23.2	303.31	0.5	0.4	
23.3	304.3	0.5	0.4	virtual
24	305.29	0.5	0.4	
24.1	306.24	0.5	0.4	virtual
24.2	307.18	0.5	0.4	
24.3	308.17	0.5	0.4	virtual
25	309.16	0.5	0.4	
25.1	310.11	0.5	0.4	virtual
25.2	311.06	0.5	0.4	
25.3	312.05	0.5	0.4	virtual
26	313.04	0.5	0.4	
26.1	314.01	0.5	0.4	virtual
26.2	314.98	0.5	0.5	virtual
27	316.92	0.5	0.5	
27.2	318.9	0.5	0.5	virtual
28	320.88	0.5	0.5	
28.2	322.82	0.5	0.5	virtual
29	324.77	0.5	0.5	
29.2	326.73	0.5	0.5	virtual
30	328.7	0.5	0.5	
30.2	330.74	0.5	0.5	virtual
31	332.78	0.5	0.5	virtual
31.2	334.82	0.5	0.5	
32.2	338.75	0.5	0.5	
33.2	342.67	0.5	0.5	
34.2	346.59	0.5	0.5	virtual
41.2	374.17	0.5	0.5	virtual
42.2	378.1	0.5	0.5	
43.2	382.06	0.5	0.5	
44.2	385.93	0.5	0.5	
45.2	389.86	0.5	0.5	
46.2	393.64	0.5	0.5	
47.2	397.58	0.5	0.5	virtual
48.2	401.44	0.5	0.5	
49.2	405.35	0.5	0.5	virtual
50.2	409.06	0.5	0.5	
