Version	GMID-X v 1.2
Chemistry Kit	Investigator_Panels_v8x
BinSet Name	Investigator_Bins_v8x
Panel Name	Argus_X12_QS_Panels_v1
Marker Name	QS1
28	333.0	0.4	0.4	
28.1	334.0	0.4	0.5	
29	337.0	0.5	0.4	
29.1	338.0	0.4	0.5	
30	341.0	0.5	0.5	
31	345.0	0.5	0.5	
31.2	347.0	0.5	0.5	
32	349.0	0.5	0.4	
32.1	350.0	0.4	0.5	
33	353.0	0.5	0.5	
33.2	355.0	0.5	0.5	
34	357.0	0.5	0.4	
34.1	358.0	0.4	0.5	
35	361.0	0.5	0.4	
35.1	362.0	0.4	0.4	
35.2	363.0	0.4	0.5	
36	365.0	0.5	0.5	
36.2	367.0	0.5	0.5	
37	369.0	0.5	0.5	
37.2	371.0	0.5	0.5	
39.2	379.0	0.5	0.5	
Marker Name	DXS7423
8	133.0	0.5	0.5	virtual
10	141.0	0.5	0.5	virtual
12	149.0	0.5	0.5	
13	153.0	0.5	0.5	
13.2	155.0	0.4	0.4	
14	157.0	0.5	0.5	
15	161.0	0.5	0.5	
16	165.0	0.5	0.5	
17	169.0	0.5	0.5	
18	173.0	0.4	0.4	
Marker Name	DXS10146
21	175.0	0.5	0.5	
22	179.0	0.5	0.5	
23	183.0	0.5	0.5	
24	187.0	0.5	0.5	
25	191.0	0.5	0.5	
26	195.0	0.5	0.5	
26.3	198.0	0.5	0.4	
27	199.0	0.4	0.5	
27.3	202.0	0.5	0.4	
28	203.0	0.4	0.4	
28.1	204.0	0.4	0.4	
28.2	205.0	0.4	0.4	
28.3	206.0	0.4	0.4	
29	207.0	0.4	0.5	
29.2	209.0	0.5	0.5	
30	211.0	0.5	0.5	
31	215.0	0.5	0.5	
31.3	218.0	0.5	0.4	
32	219.0	0.4	0.5	
32.2	221.0	0.5	0.5	
33	223.0	0.5	0.5	
33.2	225.0	0.5	0.5	
34	227.0	0.5	0.4	
34.1	228.0	0.4	0.4	
34.2	229.0	0.4	0.5	
35	231.0	0.5	0.5	
35.2	233.0	0.5	0.5	
37.2	241.0	0.5	0.5	
38.2	245.0	0.5	0.5	
39.2	249.0	0.5	0.5	
40.2	253.0	0.5	0.4	
40.3	254.0	0.4	0.4	
41	255.0	0.4	0.5	
41.2	257.0	0.5	0.5	
42.1	260.0	0.5	0.4	
42.2	261.0	0.4	0.5	
43.2	265.0	0.5	0.5	
44.2	269.0	0.5	0.4	
44.3	270.0	0.4	0.5	
45.2	273.0	0.5	0.5	
46.2	277.0	0.5	0.5	
47.2	281.0	0.5	0.5	
Marker Name	DXS10079
14	290.0	0.5	0.5	
15	294.0	0.5	0.5	
16	298.0	0.5	0.5	
17	302.0	0.5	0.5	
18	306.0	0.5	0.5	
19	310.0	0.5	0.5	
20	314.0	0.5	0.4	
20.1	315.0	0.4	0.5	
20.3	317.0	0.5	0.4	
21	318.0	0.4	0.5	
21.2	320.0	0.5	0.5	
22	322.0	0.5	0.5	
23	326.0	0.5	0.5	
24	330.0	0.5	0.5	
25	334.0	0.5	0.5	
27	342.0	0.5	0.5	
Marker Name	HPRTB
6	131.0	0.5	0.5	virtual
7	135.0	0.5	0.5	virtual
8	139.0	0.5	0.5	
9	143.0	0.5	0.5	
10	147.0	0.5	0.5	
11	151.0	0.5	0.5	
11.2	153.0	0.5	0.5	
12	155.0	0.5	0.5	
12.2	157.0	0.5	0.5	
13	159.0	0.5	0.5	
14	163.0	0.5	0.5	
15	167.0	0.5	0.5	
16	171.0	0.5	0.5	
17	175.0	0.5	0.5	
18	179.0	0.5	0.5	virtual
19	183.0	0.5	0.5	virtual
Marker Name	DXS10148
13.3	210.0	0.5	0.4	
14	211.0	0.4	0.5	
16	219.0	0.5	0.5	
17	223.0	0.5	0.5	
18	227.0	0.5	0.5	
18.2	229.0	0.5	0.5	
19	231.0	0.5	0.4	
19.1	232.0	0.4	0.5	
20	235.0	0.5	0.4	
20.1	236.0	0.4	0.5	
21	239.0	0.5	0.5	
21.1	240.0	0.4	0.5	
22	243.0	0.5	0.4	
22.1	244.0	0.4	0.5	
23	247.0	0.5	0.4	
23.1	248.0	0.4	0.5	
24	251.0	0.5	0.4	
24.1	252.0	0.4	0.5	
25	255.0	0.5	0.4	
25.1	256.0	0.4	0.5	
26	259.0	0.5	0.4	
26.1	260.0	0.4	0.5	
27	263.0	0.5	0.4	
27.1	264.0	0.4	0.4	
27.2	265.0	0.4	0.5	
28	267.0	0.5	0.4	
28.1	268.0	0.4	0.4	
28.2	269.0	0.4	0.5	
29	271.0	0.5	0.4	
29.1	272.0	0.4	0.5	
30	275.0	0.5	0.4	
30.1	276.0	0.4	0.5	
31	279.0	0.5	0.4	
31.1	280.0	0.4	0.5	
33.1	288.0	0.5	0.5	
38.1	308.0	0.5	0.5	
Marker Name	D21S11
24	330.0	0.5	0.5	
24.2	332.0	0.5	0.5	
25	334.0	0.5	0.5	
25.2	336.0	0.5	0.5	
26	338.0	0.5	0.5	
26.2	340.0	0.5	0.5	
27	342.0	0.5	0.5	
28	346.0	0.5	0.5	
28.2	348.0	0.5	0.4	
28.3	349.0	0.4	0.4	
29	350.0	0.4	0.5	
29.2	352.0	0.5	0.4	
29.3	353.0	0.4	0.4	
30	354.0	0.4	0.5	
30.2	356.0	0.5	0.5	
31	358.0	0.5	0.5	
31.2	360.0	0.5	0.5	
32	362.0	0.5	0.5	
32.2	364.0	0.5	0.5	
33	366.0	0.5	0.4	
33.1	367.0	0.4	0.4	
33.2	368.0	0.4	0.5	
34	370.0	0.5	0.4	
34.1	371.0	0.4	0.4	
34.2	372.0	0.4	0.5	
35	374.0	0.5	0.5	
35.2	376.0	0.5	0.5	
36	378.0	0.5	0.5	
36.2	380.0	0.5	0.5	
37	382.0	0.5	0.5	

